number,id,arm,leaf_id,solve_kind,model_sha256,original_rows,original_columns,original_nonzeros,logged_LP_optimum
6,micro-zero,DS,L0.1.1,LP,5164f5ccbee835e23219ea02c647fdb8524f91d2b93eb9749cdf2068eb7c6075,173,75,517,
6,micro-zero,DS,L0.1.0.0,LP,647110b780ea9b0a7f8cb3a3a3c9d61186032714edc1062a86c211b79198c135,167,71,507,
6,micro-zero,DS,L0.1.0.1,LP,e14517da550d08cdcaf4d67e81557eea1ec42bdc637d978fe1fc2dfd895bf944,167,71,507,0.2078125
6,micro-zero,DS,L0.1.0.1.0,LP,cdf40a395dba32fa5c452c95702e645562d9d0adba84cf2593e4e666a9f3288e,167,71,507,0.2078125
6,micro-zero,DS,L0.1.0.1.1,LP,cf4fb48871ef15fbb536ef5472c594ae9182187153e3619069f634c5eabfa375,173,75,517,
6,micro-zero,DS,L0.1.0.1.0.0,LP,7dea1dbcb65194c75b581b616ac7bcbd9ff448357bf08501374f45952aafc825,167,71,507,0.2078125
6,micro-zero,DS,L0.1.0.1.0.1,LP,c501857700ef78425c7dc96f89ca14e3290c53cd8dbe03d33bd3b9910c95ac44,173,75,517,
6,micro-zero,DS,L0.1.0.1.0.0.0,LP,de3305f48c8242fb080376ab9618c2d84b41b39055da5e7dc15615585ebe8269,167,71,507,0.2083007813
6,micro-zero,DS,L0.1.0.1.0.0.1,LP,271bf2c25e3fbcc034f8c2a3b7321232118b5372df4fd3e89e8aee37023f8f59,173,75,517,
6,micro-zero,DS,L0.1.0.1.0.0.0.0,LP,711f8ed5b31acb0a6b2f3db67874a3e0fc29c5e8fb13303f59056a0a85522bd3,167,71,507,
6,micro-zero,DS,L0.1.0.1.0.0.0.1,LP,64108ece2a00147a8329793022d5bcd253deadc3f44b493c5b1fedaef01eac1c,167,71,507,0.2083007813
6,micro-zero,DS,L0.1.0.1.0.0.0.1.0,LP,e71da52726af74e9f99b28467807b0ea20e3d69620f0659c19e45badb0b1a4d8,167,71,507,
6,micro-zero,DS,L0.1.0.1.0.0.0.1.1,LP,731be218fa86b7d177507ab3760147ef442eabb060385cc74340c26359f7ba03,167,71,507,0.2083007813
6,micro-zero,DS,L0.1.0.1.0.0.0.1.1,MIP,731be218fa86b7d177507ab3760147ef442eabb060385cc74340c26359f7ba03,167,71,507,
8,E7,VD-S,L0,LP,ec0550d02a7201ef78a6da050e84b9dedec57953fc635a4fc8cf3b58dfb9e21b,3085,1300,15331,0.01234224881
8,E7,VD-S,L0.0,LP,747702c37ca5f19b16f34f826d6af8bc338c0e63fcdc1c02b673abe627f51a05,3085,1300,15331,0.01234224881
8,E7,VD-S,L0.1,LP,5b64574af94dba00bc688c521da926523ccb84e2298ea4bbc8e39351b41637dd,2881,1094,14734,0.01676961806
8,E7,VD-S,L0,MIP,ec0550d02a7201ef78a6da050e84b9dedec57953fc635a4fc8cf3b58dfb9e21b,3085,1300,15331,
9,E7,DS,L0,LP,135b3fc4e6b50573eeada79b0ab85c27a3180afa38e85e0beb353560a88ea1b0,3089,1304,15345,0.01232459632
9,E7,DS,L0.0,LP,cd29cfdafd5c602481f0bf6672d8f661000d19d40fad41c4818a9e9d52718e3a,3089,1304,15345,0.01232459632
9,E7,DS,L0.1,LP,8845dd95e61c7d93bcf1a3d65c561e1d5f17c5a82cd94c6719d411efed7ffe18,2885,1098,14750,0.01691633668
9,E7,DS,L0,MIP,135b3fc4e6b50573eeada79b0ab85c27a3180afa38e85e0beb353560a88ea1b0,3089,1304,15345,
11,S12,VD-S,L0,LP,35cad8bae4d941fc80ea5dd41ae5fa0c5f13a61f118a01b6a0db0f1e5e6f4dcf,2241,1098,10878,0.0
11,S12,VD-S,L0.0,LP,7671c73bb13e23fca5f41fcfea201d5302a06807895beee6bc2f1020be148e4f,2241,1098,10878,0.0
11,S12,VD-S,L0.1,LP,48ae1bde8d31c887a041c49716b31c49f116c6ca3d0ec93ddd0af39e72656b0c,2084,938,10556,0.02928198656
11,S12,VD-S,L0,MIP,35cad8bae4d941fc80ea5dd41ae5fa0c5f13a61f118a01b6a0db0f1e5e6f4dcf,2241,1098,10878,
12,S12,DS,L0,LP,fc28b25348270d22d570304af98d85b9241b195164fe658224a009082fea9bc9,2353,1212,11267,0.0
12,S12,DS,L0.0,LP,6f9ada228653bdf4f8d7e32d681199683db91b4a236a0bf51d72188b890524c4,2353,1212,11267,0.0
12,S12,DS,L0.1,LP,05c8b50eca101f3e8941e1c2003b283bbf5bcaa897b8027d61af90a09ec91ecb,2225,1082,11124,0.05399336824
12,S12,DS,L0,MIP,fc28b25348270d22d570304af98d85b9241b195164fe658224a009082fea9bc9,2353,1212,11267,
14,N12,VD-S,L0,LP,36caf3f3f06067e8ab87b8029b2317d3a1e7604a3d4564d6f4c0853116fa446f,2179,1038,10656,0.3960943363
14,N12,VD-S,L0.0,LP,e9a9b1734f18e5960a68e66f4729195a71fe20164d66940a4d7d7904c2412949,2179,1038,10656,0.3960943363
14,N12,VD-S,L0.1,LP,9b1b9a82d3567b7dcec77abef9c5d8f404bf131fac03c5dfd07e49fdb0a6a561,2179,1038,10936,0.7296616505
14,N12,VD-S,L0,MIP,36caf3f3f06067e8ab87b8029b2317d3a1e7604a3d4564d6f4c0853116fa446f,2179,1038,10656,
15,N12,DS,L0,LP,ef5bcfcfc496ac9e2f34601fb99abd96e92f72390927b7a7765e949ab482d8d0,2179,1038,10524,0.3960943363
15,N12,DS,L0.0,LP,c99cd031d400b79124df76f957113739bda0f8e45011137285a9078a9e4bd967,2179,1038,10656,0.3960943363
15,N12,DS,L0.1,LP,de3addb6dc710647d95fdc673483bccda3b5f7960a5d1069ca5099c0b26dfdef,2179,1038,10804,0.7798758808
15,N12,DS,L0,MIP,ef5bcfcfc496ac9e2f34601fb99abd96e92f72390927b7a7765e949ab482d8d0,2179,1038,10524,
17,D3,VD-S,L0,LP,64478a37d56b76f32b25a822c6e1c1f2af7f04cebb8cea2691f35303333bd8f7,4199,1776,20707,0.03000187371
17,D3,VD-S,L0.0,LP,a0aa7ff63bacb2916b39fe5c2bbbb05367ea2a27671ba9c9081335995990fa20,4199,1776,20707,0.03074245979
17,D3,VD-S,L0.1,LP,bf3fa0da77352898cd0ac238d4613ead311a6a5a670ebca722595f549c5eaed7,4025,1598,20284,0.04082067723
17,D3,VD-S,L0,CHILD_BOUND_TARGET_MIP,64478a37d56b76f32b25a822c6e1c1f2af7f04cebb8cea2691f35303333bd8f7,4199,1776,20707,
17,D3,VD-S,L0,MIP,64478a37d56b76f32b25a822c6e1c1f2af7f04cebb8cea2691f35303333bd8f7,4199,1776,20707,
18,D3,DS,L0,LP,20ced4062dd12e2cff8484c3e54f919162b9195920542c72fca85b7fcee2083c,4383,1962,21336,0.02763105418
18,D3,DS,L0.0,LP,8fe3662f9612445e800fd85625cb9408448872f8009f4d471a142abd68e6e67f,4383,1962,21336,0.02763105418
18,D3,DS,L0.1,LP,4b24746dc6f909b3ae39b42dbcfcb1b60d4bb9b59151ea0fdad5533ff3295f62,4322,1900,21462,0.09303180606
18,D3,DS,L0,MIP,20ced4062dd12e2cff8484c3e54f919162b9195920542c72fca85b7fcee2083c,4383,1962,21336,
19,D3,K1-R,L0,LP,393d73d9ec578548710f6b0115a4e7dc05f97e780109e72b80b5f42f89a73e41,4145,1406,20086,0.02097749561
19,D3,K1-R,L0.0,LP,87542272e41f9fab7074c4909e928866dff0c1bc41c9b0d04248129ed953c9f6,4145,1406,20086,0.02487230737
19,D3,K1-R,L0.1,LP,4a84e7bed82e3a611e3ff842d4dc24a853eb340b0a008de450e6d0d5716de461,4149,1406,20258,0.03764950371
19,D3,K1-R,L0,CHILD_BOUND_TARGET_MIP,393d73d9ec578548710f6b0115a4e7dc05f97e780109e72b80b5f42f89a73e41,4145,1406,20086,
19,D3,K1-R,L0,MIP,393d73d9ec578548710f6b0115a4e7dc05f97e780109e72b80b5f42f89a73e41,4145,1406,20086,
21,C2,VD-S,L0,LP,738dc718df16a23265cdd5b818855c1c001395945900ea0b5fd942fd446da29e,8575,2794,49028,0.6026783958
21,C2,VD-S,L0.0,LP,e95f530b026fa9553aee055a79dd4b35db2374eeb8ead89a47012a3d4114ad5c,8575,2794,49028,0.6040366155
21,C2,VD-S,L0.1,LP,022a7f313d0ce732e153263675c7f3479714481d7ee975bed6ac1d336c89fa7d,8575,2794,49348,
21,C2,VD-S,L0.0.0,LP,0a08f7520b029a1427215ff0edd96ea0a2baf9172699d375fd52de9856a4abca,8575,2794,49028,0.6375060415
21,C2,VD-S,L0.0.1,LP,89280ce4ba4d3fbe35610f9ab4a11657522b7495e216ce22def103b73a8970b6,8575,2794,49348,0.6644042482
21,C2,VD-S,L0.0,CHILD_BOUND_TARGET_MIP,e95f530b026fa9553aee055a79dd4b35db2374eeb8ead89a47012a3d4114ad5c,8575,2794,49028,
21,C2,VD-S,L0.0,MIP,e95f530b026fa9553aee055a79dd4b35db2374eeb8ead89a47012a3d4114ad5c,8575,2794,49028,
22,C2,DS,L0,LP,483673cbfac259f3890522497e9ea15e0b6daf4f459c9f613d9b793ba4b849dc,8575,2794,49028,0.6026384073
22,C2,DS,L0.0,LP,7d9bed884ea47c77426459ea983c2214defc15d63eeb8d989eb382e2f3f4980f,8575,2794,49028,0.6039762554
22,C2,DS,L0.1,LP,43072743e7ac85379072ef9796f55a471606f759f8a9fe56ebb060a0ab9bbf92,8575,2794,49348,
22,C2,DS,L0.0.0,LP,d575198bdf257d485865711186c20c13c7aa04d0cca225deb766c3a6918b60cb,8575,2794,49028,0.6332155642
22,C2,DS,L0.0.1,LP,8f2200fdad84369a5facfdbe01cb8b07e044b71a9b5b32dd6fd237a9a08e8b47,8575,2794,49348,0.6661727987
22,C2,DS,L0.0,CHILD_BOUND_TARGET_MIP,7d9bed884ea47c77426459ea983c2214defc15d63eeb8d989eb382e2f3f4980f,8575,2794,49028,
22,C2,DS,L0.0,MIP,7d9bed884ea47c77426459ea983c2214defc15d63eeb8d989eb382e2f3f4980f,8575,2794,49028,
24,D4,VD-S,L0,LP,ad8448aa1b12ca644c8aead017172fb431321b134a05f82bce9c79f7a662577e,4119,1698,19868,0.1140663222
24,D4,VD-S,L0.0,LP,0d051e94fe06e0143fbc2cccdcfeb135a75466ac97e8c8bb86401953dcc7b175,4119,1698,19868,0.1153616239
24,D4,VD-S,L0.1,LP,b576f837f3e287f89f44467bafe4b828f9fac890249ebc6f4227c59d4cee27cc,4119,1698,20094,0.3249693329
24,D4,VD-S,L0,CHILD_BOUND_TARGET_MIP,ad8448aa1b12ca644c8aead017172fb431321b134a05f82bce9c79f7a662577e,4119,1698,19868,
24,D4,VD-S,L0,MIP,ad8448aa1b12ca644c8aead017172fb431321b134a05f82bce9c79f7a662577e,4119,1698,19868,
25,D4,DS,L0,LP,34f4f41c920f6885105fa851acef3bb379b66ffd7a56366a38afe5c7f513ba00,4119,1698,19868,0.1140663222
25,D4,DS,L0.0,LP,19e9ab3603f3d38a111ba9cbe8a33439c0db386a5ec66d1fa58221328df8a519,4119,1698,19868,0.1145722082
25,D4,DS,L0.1,LP,87dd147b9e9d247886fda21a994702798624b255799a33986ceb179566e9b623,4119,1698,20094,0.4333292084
25,D4,DS,L0,CHILD_BOUND_TARGET_MIP,34f4f41c920f6885105fa851acef3bb379b66ffd7a56366a38afe5c7f513ba00,4119,1698,19868,
25,D4,DS,L0,MIP,34f4f41c920f6885105fa851acef3bb379b66ffd7a56366a38afe5c7f513ba00,4119,1698,19868,
27,D6,VD-S,L0,LP,39d0b94258cb1e42834b7cc7cc54c55170583726171eb6701a5cc08ff1047ba5,30485,8273,190745,0.131389465
27,D6,VD-S,L0.0,LP,991af133bfcc32b8ebc239cc028b06cfd69cbb3cfb86d6a194cad9ad106bef8b,30485,8273,190745,0.131389465
27,D6,VD-S,L0.1,LP,fd1ad5e3257be42fa050193d449c8b93b2ca4046041334dcd520b8012ad01c94,30446,8233,191486,
27,D6,VD-S,L0.0.0,LP,19c136173a83ea484ef6b090034aa8bfd6c01d3ffa60051880d0d8c703cf54c1,30485,8273,190745,0.131389465
27,D6,VD-S,L0.0.1,LP,a03f5d94165e024a271be7d81eec9a76186426a413c4f42fa215a8c82aee0160,30473,8261,191586,0.1535991283
27,D6,VD-S,L0.0,MIP,991af133bfcc32b8ebc239cc028b06cfd69cbb3cfb86d6a194cad9ad106bef8b,30485,8273,190745,
28,D6,DS,L0,LP,7d4e9c135f49715ff82b0b989fcc2f523e2eca215c64d08be918e8697aad29b7,30485,8273,190745,0.131389465
28,D6,DS,L0.0,LP,621d0c6530e28ebd74720fbd242bf6f5c8689f61a442ef74b0a980ca05b43523,30485,8273,190745,0.131389465
28,D6,DS,L0.1,LP,ece5dd988a8b8175ba6e3454ff65666aad13eb26ea68cde858d823d06ad6b429,30446,8233,191486,
28,D6,DS,L0.0.0,LP,f7181ccaa4c1cfb5ff908cf38b31dea303bef0e9ccdac1bd85c3ef9169282f19,30485,8273,190745,0.131389465
28,D6,DS,L0.0.1,LP,9843094034eb12b5d7e76db6ba057ed7355bb85816e98dd327ff168a6e9d2ced,30473,8261,191586,0.1540835057
28,D6,DS,L0.0,MIP,621d0c6530e28ebd74720fbd242bf6f5c8689f61a442ef74b0a980ca05b43523,30485,8273,190745,
29,D6,K1-R,L0,LP,4c5c214f042dedea8322ca3a338ba3a294554b4bfcff4e9a98f219c48e024842,29923,6991,187848,0.1256918309
29,D6,K1-R,L0.0,LP,61374f9a865df635bb68c6e45452341a15067009ec9f7f314960c7ce0d66f46b,29923,6991,187848,0.1256918309
29,D6,K1-R,L0.1,LP,022ad0d698b94130d0582160da7350235a71f3620f257743d18b4cef8367cad8,29924,6991,188256,
29,D6,K1-R,L0.0.0,LP,8255f6fdc0bf06f7adb5314f68031c3994466635ec98180345acefba71fe379d,29923,6991,187848,0.1269568487
29,D6,K1-R,L0.0.1,LP,0510420d8edf363812f84d192b60b723b38fea55fb03efb42340af96f79d2637,29923,6991,188250,0.1531292014
29,D6,K1-R,L0.0,CHILD_BOUND_TARGET_MIP,61374f9a865df635bb68c6e45452341a15067009ec9f7f314960c7ce0d66f46b,29923,6991,187848,
29,D6,K1-R,L0.0,MIP,61374f9a865df635bb68c6e45452341a15067009ec9f7f314960c7ce0d66f46b,29923,6991,187848,
32,D7,DS,L0,LP,a51685ce04bcd3279143d5dc61f0bf4a96113dc3ff80a6009d60acdf54c4b682,104726,25943,724951,0.1859374766
32,D7,DS,L0.0,LP,5266e8170eccd6f7f19e3bb9b0f58d9e445407b23cbb0c5e92e941899e8c057c,104726,25943,724951,0.1859374766
32,D7,DS,L0.1,LP,49837e3bdd2ed65cd57915200a34d96205562674006958a4841178452ab6cbe4,104726,25943,726458,0.4857664899
32,D7,DS,L0,MIP,a51685ce04bcd3279143d5dc61f0bf4a96113dc3ff80a6009d60acdf54c4b682,104726,25943,724951,
